title,Year,cast1,cast2, cast3, crew1, crew2, crew3, genre, NotListed, Crime, Romance, Animation, Music, Comedy, TVMovie, Horror, War, Adventure, Thriller, Western, Mystery, Kids, ScienceFiction, Foreign, Drama, Action, Documentary, History, Family, Fantasy,,
The Ghost and the Darkness,1996, Michael Douglas, Val Kilmer, Tom Wilkinson, Stephen Hopkins, William Goldman, A. Kitman Ho, Action-Adventure-Drama-History-Thriller,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,,
Swami,2007, Juhi Chawla, Manoj Bajpai, Maninder, Ganesh Acharya, Bhavani Iyer, Muazzam Beg, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
CatCam,2012, , , , Seth Keal, , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
What's Cookin'?,1942, , , , Edward F. Cline, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Slam-Bang,2009, Roland Gaspar, Malcolm Ferreira, Nicole Smart, , , , Action-Foreign-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,
Then She Found Me,2007, Helen Hunt, Bette Midler, Colin Firth, Helen Hunt, Alice Arlen, Victor Levin, Comedy-Drama-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Glee Encore,2011, Dianna Agron, Kristin Chenoweth, Lea Michele, , , , Music-TVMovie,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Storm,2009, Luke Perry, James Van Der Beek, Teri Polo, Bradford May, , , Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
The Castle Tour,1986, Peter Rangmar, Jan Rippe, Knut Agnred, Claes Eriksson, Claes Eriksson, Lars Gustavsson,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Aatank,1996, Nafisa Ali, Dharmendra, Girish Karnad, Prem Lalwani, Prem Lalwani, Laxmikant Shantaram Kudalkar, Horror-Thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Paul Temple Returns,1952, John Bentley, Patricia Dainton, Grey Blake, Maclean Rogers, , , Mystery,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
Los perdedores,2006, , , , Driss Deiback, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Return of the General,1962, , , , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Underworld: Rise of the Lycans,2009, Bill Nighy, Michael Sheen, Rhona Mitra, Liz Mullane, Patrick Tatopoulos, Kevin Grevioux, Action-Adventure-Fantasy-ScienceFiction-Thriller,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,,
Geo Lobotomy,2005, Kyung Jin Min, Hyun Min Ra, , Kim Sun, Kim Gok, ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Punchy Cowpunchers,1950, Shemp Howard, Jock Mahoney, Christine McIntyre, Edward Bernds, , , Comedy-Western,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Mischief Night,2006, Kelli Hollis, James Foster, Ramon Tikaram, Penny Woolcock, Penny Woolcock, Robyn Slovo, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Sixgun,2010, Josh Callaghan, Jason Ramirez, Timothy Stoner, , , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Heavy Times,2011, Jay Brunner, Melina Chadbourne, Brian D. Evans, Ryan McKenna, Ryan McKenna, ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Autopsy,2008, Robert Patrick, Jessica Lowndes, Jenette Goldstein, Joseph Bishara, Andrew Cohen, Marina Abramyan, Horror-Thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
City Girl,1930, Charles Farrell, Mary Duncan, David Torrence, Ernest Palmer, F.W. Murnau, Marion Orth, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Controller,2008, Bob Rue, Larry 'Tank' Jones, Lolita Sahwany, Frank Michels, Frank Michels, , Action-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,
Joker,2012, Akshay Kumar, Sonakshi Sinha, , Shirish Kunder, , , Comedy-Foreign,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Regarding Henry,1991, Harrison Ford, Annette Bening, Bill Nunn, Mike Nichols, J.J. Abrams, J.J. Abrams, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Death of Poe,2006, Mark Redfield, , , Mark Redfield, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Parking Lot Movie,2010, John Beers, Chris Farina, Tyler Magill, Meghan Eckman, , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Motion Painting No. 1,1947, , , , Oskar Fischinger, , , Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Koma,2004, Andy Hui Chi-On, Roy Chow, Angelica Lee, Law Chi-Leung, , , Drama-Foreign-Horror-Thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,
Basketball Jones,1974, Cheech Marin, Tommy Chong, , Lou Adler, Paul Gruwell, ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Meltdown: Days of Destruction,2006, Casper Van Dien, Vincent Gale, Stefanie von Pfetten, J.P. Howell, Rick Drew, Harvey Kahn, Action-Drama-ScienceFiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,
One Man's Dream: The Britten Bike Story,1995, John Britten, , , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Seven Waves Away,1957, Tyrone Power, Mai Zetterling, Lloyd Nolan, Richard Sale, Richard Sale, , Adventure-Drama,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,
Les Sexpervers 2,2010, Lou Charmelle, Carla Cruz, Shana Spirit, Pascal Lucas, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Howards of Virginia,1940, Cary Grant, Martha Scott, Cedric Hardwicke, Frank Lloyd, Sidney Buchman, Elizabeth Page, Drama-History-War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,,
Cappuccino,2010, , , , , , , Comedy-Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Memories of Midnight,1991, Jane Seymour, Omar Sharif, Theodore Bikel, Gary Nelson, Richard Hack, Sidney Sheldon, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Red Spell Spells Red,1983, , , , Titus Ho, , , Drama-Foreign-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Don't Go Breaking My Heart,2011, Louis Koo, Gao Yuanyuan, Daniel Wu, Johnnie To, Wai Ka-Fai, Wai Ka-Fai, Comedy-Foreign-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Deti ponedelnika,1997, Igor Sklyar, Irina Rozanova, Tatyana Dogileva, Alla Surikova, Aleksei Timm, , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Strength in Numbers - Anthill,2012, Andrew Shandro, Anthony Messere, Adam Billinghurst, Darcy Wittenburg, Darren McCullough, Colin Jones,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
You're a Big Boy Now,1966, Elizabeth Hartman, Geraldine Page, Peter Kastner, Francis Ford Coppola, Francis Ford Coppola, Phil Feldman, Comedy-Drama-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
In Search of Peace,2001, , , , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Humphrey Jennings: The Man Who Listened to Britain,2000, James Purefoy, Richard Attenborough, Ken Cameron, Kevin Macdonald, Kevin Jackson, Fran Robertson,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nymphlight,1957, , , , Joseph Cornell, Joseph Cornell, Rudy Burckhardt,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Abducted,1986, Dan Haggerty, Roberta Weiss, Lawrence King-Phillips, Boon Collins, Boon Collins, Lindsay Bourne, Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Ladri si nasce,1997, Pippo Franco, Leo Gullotta, Eva Grimaldi, Pier Francesco Pingitore, Pier Francesco Pingitore, Carla Vistarini,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Black Cat in Jail,2000, , , , Andy Ng, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Battle of the Year,2013, Josh Holloway, Josh Peck, Chris Brown, Benson Lee, Brin Hill, Chris Parker, Drama-Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Franz Ferdinand: Franz Ferdinand,2005, Franz Ferdinand, , , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sky Blue Pink,1968, , , , Hawley Pratt, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
From Time to Time,2009, Maggie Smith, Dominic West, Timothy Spall, Julian Fellowes, Julian Fellowes, Lucy M. Boston, Adventure-Drama-Fantasy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,,
The Venetian Woman,1986, Laura Antonelli, Monica Guerritore, Jason Connery, Mauro Bolognini, Massimo Franciosa, , Drama-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Painters Painting,1973, , , , Emile de Antonio, , , Documentary-History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,
Black Box,2002, Dolores Fonzi, Eugenia Bassi, Eduardo Couget, Luis Ortega, , , Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Anki & Pytte - Fyran,2007, Pytte Ravn, Pytte Ravn, , , , , Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Gone With the West,1975, James Caan, Stefanie Powers, Aldo Ray, Bernard Girard, , , Western,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Corn,2004, Jena Malone, Pamela Gray, Peter McRobbie, Dave Silver, Dave Silver, ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Deadly Game,1991, Michael Beck, Jenny Seagrove, Fredric Lehne, Thomas J. Wright, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Yum Yum Girls,1976, Judy Landers, Tanya Roberts, James Rebhorn, Barry Rosen, Philip Levy, Robert Jahn,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wide Boyz,2012, Pete Whittaker, Tom Randall, Jay Anderson, Paul Diffley, Chris Alstrin, , Adventure-Documentary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,
Natural Wonders Of The World Vol. 66,2011, Dominno, Melissa Ria, Carmen Croft, Roy Alexandre, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Crayon Shin-chan: The Storm Called The Jungle,2000, , , , Keiichi Hara, Keiichi Hara, , Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ambush Valley,1936, Bob Custer, Victoria Vinton, Vane Calvert, Bernard B. Ray, Bennett Cohen, Forrest Sheldon, Western,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
American Yakuza,1993, Viggo Mortensen, Michael Nouri, , Frank A. Cappello, , , Action-Crime-Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
Brand,2011, Josef Bierbichler, , , Thomas Roth, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Zulu Comedy Galla '12,2012, , , , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Skinheads,1989, Chuck Connors, Barbara Bain, Jason Culp, Greydon Clark, Greydon Clark, Dan Slider, Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Toilet 105,2010, Coralie Gerald, Ricky Chilnady Pratama Harun, Aming Sugandhi, Hartawan Triguna, Melody Mucharansyah, Ve Handojo, Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Night Eyes II,1991, Shannon Tweed, Andrew Stevens, , Rodney McDonald, , , Drama-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Murder in the Blue Room,1944, Anne Gwynne, Donald Cook, John Litel, Leslie Goodwins, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Conversations with Mother,2004, China Zorrilla, Eduardo Blanco, Ulises Dumont, Santiago Carlos Oves, , , Comedy-Drama-Foreign,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Le bar des amants,1998, Bruno Romy, Pascaline Herveet, Emmanuelle Wion, Bruno Romy, , , Comedy-Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Bare Essence of Life,2009, Kumiko Aso, Ken'ichi Matsuyama, Seiji Nozoe, Satoko Yokohama, Satoko Yokohama, Satoko Yokohama, Drama-Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Honky Tonk,1941, Clark Gable, Lana Turner, Frank Morgan, Jack Conway, Marguerite Roberts, John Sanford, Comedy-Crime-Drama,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Death of the Incredible Hulk,1990, Bill Bixby, Lou Ferrigno, Elizabeth Gracen, Bill Bixby, Gerald Di Pego, , Action-Drama-ScienceFiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,
Conquest of the Earth,1981, Kent McCord, Barry Van Dyke, Robyn Douglass, Glen A. Larson, Barry Crane, ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
A Matter of Life and Death,1946, David Niven, Kim Hunter, Kathleen Byron, Michael Powell, Emeric Pressburger, Michael Powell, Drama-Fantasy-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,
Please Make Me Lesbian! Part 2,2011, Dani Daniels, Zoey Holloway, Veronica Avluv, , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Eenie Meenie Miney Moe,2013, Andres Dominguez, Belkys Galvez, David Lago, Jokes Yanes, Jokes Yanes, J. Bishop,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hard to Be a God,2014, Leonid Yarmolnik, Yuriy Tsurilo, Natalya Moteva, Arkadiy Strugatskiy, Boris Strugatskiy, Aleksey German, Drama-ScienceFiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,
Harlots Of The Caribbean,2006, Evan Stone, Nicole Sheridan, Rebecca Love, Fred Olen Ray, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Government Agents vs Phantom Legion,1951, Walter Reed, Mary Ellen Kay, Dick Curtis, Fred C. Brannon, Ronald Davidson, Stanley Wilson, Action-Crime,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Vdrebezgi,2011, Ravshana Kurkova, Artyom Tkachenko, Ivan Nikolaev, Roman Karimov, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Deep Throat Virgins # 24,2007, , , , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Yes: Acoustic,2004, Yes (band), , , , , , Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sitting on the Golden Porch,1986, Yelena Denisova, Gennadi Frolov, Mikhail Pugovkin, Boris Rytsarev, Aleksandr Khmelik, Boris Rytsarev, Adventure-Family-Fantasy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,
Lady in Black,1987, Brigitte Lin, Tony Leung Ka-Fai, Kitman Mak Git-Man, Chung Sun, , , Drama-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Expecting a Miracle,2009, Jason Priestley, Teri Polo, Cheech Marin, , , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
La Ballade de Kouski,2012, Serge Riaboukine, Florence Thomassin, Francis Renaud, Olivier Langlois, Thierry Crifo, Fred Poulet, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Toy Shop,1928, Josef Swickard, Virginia Marshall, , Martin Justice, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Arrowhead,1953, Charlton Heston, Jack Palance, Katy Jurado, Charles Marquis Warren, Charles Marquis Warren, W.R. Burnett, Action-Western,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,
Green Flash,2008, David Charvet, Torrey DeVitto, Kristin Cavallari, Joseph John Barmettler, Cameron Dieterich, Paul Nihipali, Comedy-Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Ocean Men: Extreme Dive,2001, Tony Jay, Jacques Mayol, Pipin Ferreras, Bob Talbot, Mose Richards, Michel Morales, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Goripalayam,2010, , , , , , , Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Big Top Bunny,1951, Mel Blanc, , , Edward Selzer, Carl W. Stalling, Robert McKimson,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Synthetic Pleasures,1995, , , , Iara Lee, , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
This Is My Love,1954, Linda Darnell, Dan Duryea, Rick Jason, Stuart Heisler, Hugh Brooke, Hugh Brooke, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Wavelength,1967, Hollis Frampton, Amy Taubin, , Michael Snow, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Rodney Dangerfield Special: I Can't Take It No More,1983, Rodney Dangerfield, Robert Urich, Donna Dixon, Rodney Dangerfield, Dennis Blair, Greg Fields, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Wings in the Dark,1935, Myrna Loy, Cary Grant, Roscoe Karns, James Flood, Jack Kirkland, Frank Partos, Adventure-Romance,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
Flunked,2008, , , , Corey Burres, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Allibhai,2007, Mohanlal, Gopika, Siddique, Shaji Kailas, T A Shahid, Alex Paul, Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Future Cops,1993, Andy Lau, Jacky Cheung, Aaron Kwok, Wong Jing, Wong Jing, , Action-Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Oklahoma Crude,1973, George C. Scott, Faye Dunaway, Jack Palance, Stanley Kramer, Henry Mancini, Marc Norman, Comedy-Drama-Western,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,
The One Warrior,2011, Eric Alexander, An Ngo Ang, Elizabeth A. Barron, Tom Stout, David A. Prior, , Action-Adventure-Fantasy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,,
Town Tamer,1965, Dana Andrews, Terry Moore, Pat O'Brien, Lesley Selander, Frank Gruber, Frank Gruber, Action-Western,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,
Djinn,2008, Shahin Sean Solimon, Iglesias Estefania, , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Elusive Song of the Vampire,1987, , , , Takako Shira, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
David Gray - Live,2000, , , , , , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tiyanak,1988, Janice de Belen, Smokey Manaloto, Carmina Villaroel, Peque Gallaga, Lore Reyes, Lore Reyes, Drama-Foreign-Horror-Thriller,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,
Baby Einstein: Baby's First Sounds,2008, , , , , , , Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
The Seeker's Guide to Harry Potter,2010, , , , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Ghibli: The Miyazaki Temple,2005, , , , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Hamari Bahu Alka,1982, Rakesh Roshan, Bindiya Goswami, Utpal Dutt, , , , Drama-Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Sacred Planet,2004, Robert Redford, Arapata McKay, Tsaan Ciqae, Jon Long, Jon Long, Karen Fernandez Long, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Marvin the Martian in the Third Dimension,1996, Joe Alaskey, , , Douglas McCarthy, Douglas McCarthy, Mark Eades, Animation-Comedy-Family,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Paul Wilbur - A Night of Extravagant Worship,2008, , , , , , , Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Evening Parade,2002, , , , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
The Delhi Way,1964, Leo Genn, , , James Ivory, James Ivory, James Ivory,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
James Brown Live At The Boston Garden,2008, James Brown, , , , , , Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Blood of Yingzhou District,2006, , , , Ruby Yang, , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Versailles '73: American Runway Revolution,2012, , , , Deborah Riley Draper, Deborah Riley Draper, , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
A Holiday for Love,1996, Tim Matheson, Melissa Gilbert, Michelle Trachtenberg, Darrah Cloud, Howard Braunstein, Michael Jaffe, Drama-Family-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,
The Hansom Cabman,1924, Harry Langdon, Marceline Day, Charlotte Mineau, Harry Edwards, Mack Sennett, Lee Davis, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Landlords,2012, Elio Germano, Valerio Mastandrea, Gianni Morandi, Edoardo Gabbriellini, , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Pursuit of Function,2000, , , , , , , Documentary-Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,
Invitation to Hell,1984, Robert Urich, Joanna Cassidy, Susan Lucci, Wes Craven, Richard Rothstein, , Horror-Mystery-ScienceFiction-Thriller,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,
Funeral for an Assassin,1977, Vic Morrow, Peter Van Dissel, Gaby Getz, Ivan Hall, Walter Brough, ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Little Red Monkey,1955, Richard Conte, Rona Anderson, Russell Napier, Ken Hughes, James Eastwood, Ken Hughes, Crime,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pop Always Pays,1940, Leon Errol, Dennis O'Keefe, Pamela Blake, Leslie Goodwins, , ,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Riders of the Whistling Pines,1949, Gene Autry, Champion, Patricia Barry, John English, Jack Townley, Armand Schaefer, Action-Drama-Music-Western,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,
The Longest Hundred Miles,1967, Doug McClure, Katherine Ross, Ricardo Montalban, Jack Leewood, Franz Waxman, Ray Flin, Drama-War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Armageddon Boulevard,1998, Scott Shaw, Julie Strain, Kevin Eastman, Donald G. Jackson, Donald G. Jackson, Donald G. Jackson, Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Kill the Scream Queen,2004, Deborah Dutch, Kerri Taylor, Debbie D, Bill Zebub, , , Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nasreddin in Bukhara,1943, Lev Sverdlin, Emmanuil Geller, Nikolai Volkov St., Yakov Protazanov, Viktor Vitkovich, Leonid Solovyov, Comedy-History-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Madison County,2012, Colley Bailey, Matt Mercer, Ace Marrero, Eric England, , , Horror-Mystery-Thriller,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,
